Frequency,Gain,Phase,OffsetReal,OffsetImaginary
4761.904785,1.2587953333526607,18.25863712968953,0.0009356194244630355,0.0031250477847691977
3030.303223,1.1148190300624778,15.797461130952053,0.0006271737496364714,0.002248841201930011
1960.784424,1.037428442734943,11.634004647174276,0.00034831974557723855,0.0015902281175836368
1234.567871,1.0021006628973215,7.568455478378095,0.00016233516350275333,0.0010580616431176944
793.650818,0.9852685969025375,5.266756305840348,8.646926599496293e-05,0.0007005741424792581
497.512451,0.9744772256122327,2.850960797012832,3.888577546874074e-05,0.000459677686567994
314.465424,0.977204309867805,2.564467236048412,2.2064242566126515e-05,0.00028220740482502726
199.6008,0.9727180504551874,1.445483759659814,1.1871271791229451e-05,0.00018743973737387145
125.786171,0.9794539468209781,0.8842325588606899,-2.2181831244919452e-07,0.00011862556258586998
79.176567,0.9634634441341103,-0.00876073299839151,9.107633740235207e-06,8.587367387178736e-05
49.975014,0.9618356103850543,0.30495455178631614,9.126549413504263e-06,5.068368613922897e-05
31.535795,0.9662985404461966,1.8360393351764446,1.1394258525323994e-08,7.719335626981916e-06
19.900499,0.9616175821350262,0.17713785043415087,5.119409094563517e-06,1.964248526014562e-05
12.559659,0.9636037677020107,0.40610608054489844,6.190095100831347e-06,8.744163795195509e-06
